Search,Search Count,Last Search Date
"folder: path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\"" !path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\"" depth:<=1 pam",1,134020512820049883
"30일 제한",1,134020465166436134
"""C:\Users\Doyun\Documents\PROGRAMMING\Programming\Golang\testGUI2"" app.go",1,134020275413757751
"""C:\Users\Doyun\Documents\PROGRAMMING\Programming\Golang\testGUI2""",1,134020274885935890
"autochecker2",1,134020247136286273
"folder: path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\"" !path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\"" depth:<=1 INNOMAX",1,134020241477782469
"folder: path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\"" !path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\"" depth:<=2 INNOMAX",1,134020241034700040
"LPMaint_v1.45a",1,134018773610110888
"LPmaint",1,134018773097940172
"NPort",1,134018712463945071
"0734",1,134018610262825765
"C2010038",1,134017878632973708
"folder: path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\"" !path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\"" depth:<=2 COMIZOA",1,133994656469332254
"메뉴",1,133994361159909621
"S250520 CHANG_GONG",1,133993853797543192
"""C:\Users\Doyun\Desktop""",1,133993850255217409
"""C:\Users\Doyun\Documents\카카오톡 받은 파일"" LSE",1,133993845769789407
"folder: path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\"" !path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\"" depth:<=1 K3000 OZ",1,133991949726026101
"folder: path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\"" !path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\"" depth:<=1 CTS",1,133991941940350275
"펌웨어 셋업 신규건",1,133991159168908002
"S250569 WISFAC",1,133991141485197269
"NEXUSONE .zip",1,133991051989387229
"NEXUSONE folder:",1,133991051809950492
"NEXTIN folder:",1,133991051397295678
"펌웨어 셋업 S250569 WISFAC D_WTR [Track] 남성민",1,133991051163566622
"PEMTRON",1,133991041564390636
"ETAMAX ",1,133990922664136348
"folder: path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\"" !path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\"" depth:<=2 S250503",1,133990873189970217
"folder: path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\"" !path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\"" depth:<=2 nexusone",1,133990872470422644
"folder: S250569 WISFAC",1,133990871990383230
"""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\"" DataSet.txt",1,133990869094357874
"folder: path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\"" !path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\"" depth:<=2 ETAMAX",1,133990865479104208
"folder: ""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\"" depth:<=4 ETAMAX",1,133990865140499406
"folder: ""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\"" depth:<=2",1,133990864211401804
"서버",1,133990862485098124
"LOG",1,133990862365036863
"pemtron",1,133990853452993585
"""C:\Users\Doyun\Documents\GitHub\pc-setup\%AppData%"" config.xml",1,133990161239017652
"""C:\Users\Doyun\Documents\GitHub\pc-setup\%AppData%"" Everything.ini",1,133990161051785343
"""C:\Users\Doyun\Documents\GitHub\pc-setup\%AppData%"" copyq",1,133990160680670707
"""C:\Users\Doyun\Documents\GitHub\pc-setup\%AppData%"" tabs.ini",1,133990160419136198
"""C:\Users\Doyun\Documents\GitHub\pc-setup\%AppData%"" copyq.conf",1,133990160311622666
"S250462 ",1,133990063588527688
"S250462 PEMTRON",1,133990063444929468
"S240299 KCTECH VENTUS #5",1,133989990956836478
"8 axis",1,133989331943710349
"엑셀 함수",1,133989315403024645
"SubnetSyncer",1,133989221097965459
"240299 ",1,133989138456192354
"GPL 버전",1,133988435785867140
"펌웨어 신규",1,133988327755736231
"S250520 창공FA PELLICLE",1,133988324220459600
"S250169",1,133988323553714245
"S240177",1,133988323288832917
"S230967",1,133988294064268367
"S241250",1,133988293197446126
"S25056",1,133988286559107206
"SUN_CORPORATION",1,133988271766704630
"S250528 WIN_WINGS",1,133988269426850520
"WIN_WINGS",1,133988268630504774
"20230721 (Z,X 블레이드매핑, Slip 센서 없음) WCP 1.1.33K_C autoUpdater _K3000 INDEX, PROCESS 알람 6자리, 세분화",1,133987715725906412
"folder: path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\"" !path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\"" depth:<=2 VENTUS",1,133987601330957026
"다이낙스 ",1,133987426861765491
"모터",1,133985056971883618
"병",1,133985004404710592
"ASPEN",1,133984961888519965
"S250555 ",1,133984261299774780
"S221286 MEGASEN - D-WTR (Smart Motion)",1,133983508752040132
"folder: path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\"" !path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\"" depth:<=1 K3000 O3",1,133983443953460708
"folder: path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\"" !path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\"" depth:<=1",1,133983368421950918
"KCTECH WET",1,133983171037616822
"0462",1,133983105398151642
"신규건 펌웨어",1,133983104986938272
"path:""C:\Users\Doyun\Documents\카카오톡 받은 파일"" depth:<=5 .zip patch",1,133982496192936411
"folder: path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\"" !path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\"" depth:<=2",1,133982483666450955
"folder: path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\"" !path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\"" depth:<=2 config",1,133982482068071727
"type:folder path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\"" !path:\LOG\ depth:<=6 STA ",1,133982481872472436
"KCTECH ",1,133982460079839964
"type:folder path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\"" !path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\*"" depth:<=6 STA",1,133982456449907920
"folder: STA !path:""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\*"" ",1,133982422423897997
"STA -.log",1,133982420341161812
"""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\2025년"" STA",1,133982417731248723
"\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\LOG\Ins",1,133982417224576956
"""\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록"" 제",1,133982399862262257
"0469",1,133982399537154745
"S25 CTS",1,133982385875010894
"CTS OVERHANG",1,133982385700737656
"CTS INDE",1,133981681554657083
"Ventus",1,133981576617668832
"			S250076 KCTECH - Ventus ",1,133981576570896388
"SCARA",1,133981562642992801
"0524 ",1,133981562202311123
"K3000 ",1,133981562039280190
"S250059",1,133981546666627449
"PID",1,133981443628705469
"KCTECH K3000 O3",1,133981404122337441
"파라미터 .txt",1,133981364646004904
"KCTECH .txt",1,133981364493903790
"S250503 ",1,133979036305786133
"long scara",1,133979025938162267
"COMIZA",1,133978790104209998
"1.1.61",1,133978788353424918
"Vaccum",1,133977915983865798
"S250398 LSE SI",1,133977342432135163
" S250371",1,133977320076015819
"SIF",1,133977311835843637
"KCTECH STA 11",1,133977267537757887
"VSUtility.exe",1,133977244410924801
"S240959",1,133973008047804392
"S250772",1,133973007684538416
"ATI ",1,133972998042838678
"FORTREND",1,133972931494067294
"Sun Corp",1,133972930372246196
"10392",1,133972930235090447
"R10392S",1,133972930220806446
" S250460",1,133972892812017425
"LSE INDEX",1,133972116314535257
"k3000 13",1,133972064597293286
"제발",1,133972063210643811
"K3000 12",1,133972062018856883
"보험",1,133971942442444170
"CLN",1,133971863410582962
"134801",1,133971193066031739
"""C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup"" K3000",1,133971151340348707
"5037",1,133971145151102289
"S240685",1,133971144200671182
"""\\192.168.0.25\az000_개인임시저장소\채진영\04.프로젝트 이력"" S240275",1,133971095018244896
"""\\192.168.0.25\az000_개인임시저장소\채진영\04.프로젝트 이력"" S250310",1,133971094608982615
"""\\192.168.0.25\az000_개인임시저장소\채진영\04.프로젝트 이력"" ",1,133971094391875683
"S241230",1,133970457338419927
"0538-2 CMP TR",1,133970439901800480
" 0416",1,133970439475571155
"backup-250708(175750) 0257 ZHICHENG Process WCP 1.1.62c",1,133970439269260483
"Code",1,133970430044725844
"testGUI2",1,133970429387711789
"backup-250715",1,133970422091823119
"S250460 ATI D_WTR RF SK",1,133970407740799953
"S250460 ATI D_WTR 펌웨어 셋업",1,133970399101229634
"0275",1,133970391200592045
"0310 ATI",1,133970390082644038
"1.1.33K_C",1,133970121461899719
"S240709",1,133970120425711488
"VENTUS OVERHANG",1,133969311640278832
"S250540",1,133969283111336839
"0294",1,133969272604171007
"50294",1,133969272571054022
"매뉴",1,133966972792096088
"비콘",1,133966040078826677
"제어기 포멧",1,133965993817514626
"엑셀 바코드",1,133965993631163944
"진동",1,133965984322221555
"S250452 LSE",1,133965827524069253
"관리",1,133965816488581998
"출하 셋업",1,133965816196449118
"KCTeCH",1,133965811860232438
"nextin rf",1,133965215034619512
"SEMI_DARIN",1,133964153260426615
"""c:\SVN\pa"" ",1,133964090079515877
"""c:\SVN"" pa",1,133964089866514652
"SVN",1,133964089638674861
"""SVN"" PA",1,133964089602436884
"""C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup"" 1234 NXTIN Long Scara",1,133963485491071352
"YEST",1,133963433471670105
"KCTECH OZ",1,133963407069794578
"KCTECH NTH",1,133963400489052578
"0342",1,133963398783975725
".pdl",1,133963386777185696
"Panasonic",1,133960819579954659
"""C:\Users\Doyun\Downloads"" .txt",1,133960813947915552
"KITS",1,133960808604726067
"개발 설명",1,133960066348924316
"매뉴얼",1,133960066162856946
"""\\192.168.0.25\A0000_Company\AE000_품질경영\품질시스템 폴더\08. 공정 관리 (함경철, 이무연, 박동환)\8-3 System ( 매뉴얼 관리 )\제어\KCTECH"" SCARA",1,133959965086914366
"0524",1,133959944805071030
"ATI S WTR",1,133959277112954168
"Stba",1,133959273703617602
"S250149",1,133959246368015236
"""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\2025년"" NEXTIN",1,133959240472996048
"NEXTIN ""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\2025년""",1,133959239317648311
"S240684 KCTECH CMP STBa EFEM",1,133959234597628768
"""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\2025년""",1,133959041397234544
"""C:\Users\Doyun\Documents\제어기 관리\backup"" ",1,133958890187414731
"자주검사",1,133958889472908984
"""C:\SVN\pa"" train",1,133958331317068939
"S250538",1,133958089030873358
"ZHI",1,133957517668989334
"nextin s-",1,133957456765336409
"ATI AKL",1,133957431713654027
"0322",1,133957408860246328
"S250368",1,133957224492924945
"S241287 ATI DUAL ARM ROBOT(AKL적용) 다시 펌웨어 셋업",1,133954754414579073
"S241288-3 ATI D_WTR (AKL) 다시 펌웨어 셋업",1,133954754236977858
"S250117",1,133954753202722224
"S_WTR ",1,133953992115819021
"servo_para",1,133953191639127542
"""C:\Users\Doyun\Documents\제어기 관리\펌웨어"" 신규건",1,133952998583809121
"1234",1,133952937707884174
"0169 펌웨어 셋업",1,133952239514746739
"systemInfo.txt ""C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\"" content:""0004FF-06470566"" ",1,133952238578683851
"일정",1,133952049297107766
"""C:\SVN\pa\trunk"" manual",1,133952028168647706
"1084",1,133952022163198635
"INNOMAX ",1,133952014953271755
"LSE 양식",1,133951990870573055
"""C:\SVN"" 프로토",1,133951291064285395
"""C:\SVN"" 매",1,133951289637829006
"ZHICH",1,133951175320447949
"NEXTIN SCARA 펌웨어",1,133948897754687155
"S250367 ",1,133948684611771476
"""192.168.0.25"" ATI",1,133948681576540122
"S240001",1,133948629508530285
"S250396",1,133948590804068042
"""C:\Users\Doyun\Documents\제어기 관리\펌웨어"" K3000 FOM",1,133948006474041378
"""C:\Users\Doyun\Documents\제어기 관리\펌웨어"" 0341",1,133947984993580271
"LSE SIF ",1,133947912778141901
"""C:\Users\Doyun\Documents\GitHub\AutoChecker"" ",1,133947825858706319
"AccDist",1,133947820647499535
"Inspec",1,133947820153007986
"""\\192.168.0.25\B0000_Department\BD000_Soft_Control\BD600-프로젝트 자료\[Project]\03 Software""",1,133947819233925530
"K3000 folder: WTR2",1,133947705549009013
"K3000 folder: fom",1,133947704874734676
"K3000 folder:",1,133947703116763387
"""C:\Users\Doyun\AppData\Roaming"" .zip",1,133946868814466690
"EFEM TEST",1,133946819149665620
"RND Logger",1,133946816529887345
"S241288",1,133946170056609098
"S250321 INNOMAX 신규건 펌웨어 셋업 D_WTR [EDGE] (C6621)",1,133945936241884675
"D-WTR",1,133945930323473375
"LSE ",1,133945341322293964
"""\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록"" S250322",1,133945257456559568
"""\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록"" 모터 용량",1,133945256929440270
"""\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록"" 제작 사양",1,133945256788412584
"""\\Rnd2000-server\C0000_Project\CF000_프로젝트이력"" S250550",1,133945232099365231
"""\\Rnd2000-server\C0000_Project\CF000_프로젝트이력"" S250322",1,133945231888476599
"S250550",1,133945230583256295
"""VENTUS"" SCARA",1,133945160923502119
"VENTUS SCARA",1,133945159875923824
"""C:\SVN"" 개발 설명",1,133945060658668105
"0341",1,133942744860968389
"250322",1,133942701911856672
"S250395",1,133942636034985446
"Windows Kits",1,133941954341985785
"ATI 펌웨어",1,133941883547103066
"169",1,133941882393976467
"반 ",1,133941788933078025
" 기",1,133941788720154941
"[Vaccum]",1,133941713226563409
"OJT C",1,133941685626543135
"S250297",1,133941682255325914
"0321",1,133940929630709012
"NEXTIN SCARA EFEM_2P",1,133940926256151951
"NEXTIN SCARA 2P",1,133940913378130063
"S250234",1,133940856119000344
"S250196",1,133940252838283372
"OJT",1,133939954827491614
"LMS",1,133939954464333973
"S250245",1,133939939290602944
